State Name,Fraud,Quarter,Report Type,Year,Fixed Overall Qtr Losses,Fixed State Qtr Losses,Overall Total Losses by Type Qtr,Total Losses
Mississippi,Fraud,4,Fraud,2020,1003279528.43026,3665144.37000002,1003279528.43026,3665144.37000002
California,Other,3,Other,2018,229059946.16,25743332.99,229059946.16,25743332.99
New Jersey,Fraud,2,Fraud,2020,819552937.990118,18485357.45,819552937.990118,18485357.45
Maryland,Other,3,Other,2019,282964798.270002,3800800.79,282964798.270002,3800800.79
New York,Other,3,Other,2018,229059946.16,13460940.74,229059946.16,13460940.74
North Carolina,Fraud,4,Fraud,2019,665563062.760347,12357208.7200001,665563062.760347,12357208.7200001
West Virginia,Other,3,Other,2021,196990073.340001,483174.67,196990073.340001,483174.67
Indiana,Other,2,Other,2020,280093545.500005,2342369.2,280093545.500005,2342369.2
Kansas,Other,3,Other,2020,332376597.910007,828998.14,332376597.910007,828998.14
Mississippi,Fraud,4,Fraud,2018,397093881.427538,2352541.82,397093881.427538,2352541.82
Montana,Other,1,Other,2020,273618221.910002,604244.51,273618221.910002,604244.51
Delaware,Fraud,3,Fraud,2019,665445943.337642,2513252.47,665445943.337642,2513252.47
New Jersey,Other,2,Other,2018,193419326.630001,4266209.98,193419326.630001,4266209.98
Washington,Fraud,1,Fraud,2019,508677995.648923,8027131.98000003,508677995.648923,8027131.98000003
New York,Fraud,2,Fraud,2019,602374374.655126,30704603.1099998,602374374.655126,30704603.1099998
Montana,Other,4,Other,2020,330804770.270009,537533.05,330804770.270009,537533.05
Montana,Fraud,4,Fraud,2020,1003279528.43026,988942.069999999,1003279528.43026,988942.069999999
Rhode Island,Fraud,2,Fraud,2021,1363092689.48017,2547648.7,1363092689.48017,2547648.7
Mississippi,Fraud,2,Fraud,2019,602374374.655126,2874752.29,602374374.655126,2874752.29
Nevada,Other,3,Other,2021,196990073.340001,1247315.1,196990073.340001,1247315.1
South Dakota,Other,3,Other,2021,196990073.340001,40676.97,196990073.340001,40676.97
Washington,Fraud,1,Fraud,2022,1691830157.70014,39980742.26,1691830157.70014,39980742.26
Connecticut,Fraud,2,Fraud,2019,602374374.655126,5482980.40000001,602374374.655126,5482980.40000001
Montana,Fraud,4,Fraud,2020,1003279528.43026,988942.069999999,1003279528.43026,988942.069999999
Wyoming,Other,4,Other,2019,295265401.890004,190621.61,295265401.890004,190621.61
Missouri,Other,2,Other,2020,280093545.500005,3266959.68,280093545.500005,3266959.68
South Carolina,Fraud,4,Fraud,2020,1003279528.43026,9126996.64000005,1003279528.43026,9126996.64000005
California,Other,1,Other,2018,122608613.55,17427039.32,122608613.55,17427039.32
Louisiana,Fraud,3,Fraud,2020,890919586.840231,5602150.60000002,890919586.840231,5602150.60000002
Mississippi,Other,4,Other,2021,198243503.149999,546811.74,198243503.149999,546811.74
North Dakota,Fraud,2,Fraud,2020,819552937.990118,750488.16,819552937.990118,750488.16
Pennsylvania,Other,3,Other,2019,282964798.270002,7225188.84000002,282964798.270002,7225188.84000002
Missouri,Fraud,1,Fraud,2018,348224707.170025,3747110.04000001,348224707.170025,3747110.04000001
Montana,Fraud,1,Fraud,2019,508677995.648923,1193311.69,508677995.648923,1193311.69
Ohio,Fraud,2,Fraud,2021,1363092689.48017,21509010.6,1363092689.48017,21509010.6
Arizona,Fraud,1,Fraud,2019,508677995.648923,9901590.93000002,508677995.648923,9901590.93000002
New Jersey,Fraud,1,Fraud,2020,731467189.080063,13859270.12,731467189.080063,13859270.12
Wisconsin,Other,3,Other,2021,196990073.340001,1030252.51,196990073.340001,1030252.51
Virginia,Fraud,3,Fraud,2020,890919586.840231,17319092.2000001,890919586.840231,17319092.2000001
Colorado,Other,2,Other,2018,193419326.630001,5865959.48000001,193419326.630001,5865959.48000001
Missouri,IDT,1,Identity Theft,2022,0,0,0,0
Puerto Rico,Fraud,2,Fraud,2018,436359324.65002,528277.67,436359324.65002,528277.67
Maine,IDT,3,Identity Theft,2018,0,0,0,0
Nebraska,Other,3,Other,2019,282964798.270002,254268.39,282964798.270002,254268.39
Delaware,Other,2,Other,2021,193273318.52,821332.84,193273318.52,821332.84
Virginia,Fraud,1,Fraud,2019,508677995.648923,12194198.62,508677995.648923,12194198.62
California,Other,3,Other,2018,229059946.16,25743332.99,229059946.16,25743332.99
Georgia,Other,4,Other,2018,198059364.600001,5994962.28000001,198059364.600001,5994962.28000001
Idaho,Fraud,3,Fraud,2019,665445943.337642,2326405.07,665445943.337642,2326405.07
Texas,Fraud,1,Fraud,2021,1299670971.24025,76933022.5,1299670971.24025,76933022.5
Wisconsin,Other,2,Other,2021,193273318.52,877382.379999999,193273318.52,877382.379999999
Tennessee,Fraud,4,Fraud,2020,1003279528.43026,11704533.2800001,1003279528.43026,11704533.2800001
Virginia,Fraud,4,Fraud,2018,397093881.427538,6894577.36000006,397093881.427538,6894577.36000006
Massachusetts,Fraud,3,Fraud,2020,890919586.840231,8872865.70000006,890919586.840231,8872865.70000006
Connecticut,Other,4,Other,2021,198243503.149999,652299.42,198243503.149999,652299.42
Nebraska,Other,4,Other,2021,198243503.149999,302781.94,198243503.149999,302781.94
Virginia,Fraud,2,Fraud,2021,1363092689.48017,23351079.25,1363092689.48017,23351079.25
Massachusetts,Fraud,3,Fraud,2019,665445943.337642,5254417.06000003,665445943.337642,5254417.06000003
Illinois,Fraud,2,Fraud,2021,1363092689.48017,28844127.8299999,1363092689.48017,28844127.8299999
Michigan,Fraud,3,Fraud,2018,434213799.69002,5326809.04000002,434213799.69002,5326809.04000002
New Hampshire,IDT,4,Identity Theft,2020,0,0,0,0
Puerto Rico,Fraud,2,Fraud,2018,436359324.65002,528277.67,436359324.65002,528277.67
North Dakota,Fraud,3,Fraud,2020,890919586.840231,927366.55,890919586.840231,927366.55
Idaho,Other,1,Other,2021,279256627.530002,600169.8,279256627.530002,600169.8
New York,Fraud,1,Fraud,2021,1299670971.24025,66152432.3500001,1299670971.24025,66152432.3500001
Montana,Fraud,4,Fraud,2019,665563062.760347,1294239.99,665563062.760347,1294239.99
Nebraska,Fraud,3,Fraud,2018,434213799.69002,1678982.46,434213799.69002,1678982.46
Wyoming,Fraud,4,Fraud,2018,397093881.427538,983450.53,397093881.427538,983450.53
Kentucky,Other,1,Other,2018,122608613.55,481660.69,122608613.55,481660.69
Maryland,Other,1,Other,2022,211915621.62,2487180.68,211915621.62,2487180.68
Colorado,Fraud,4,Fraud,2020,1003279528.43026,13227181.3200001,1003279528.43026,13227181.3200001
Washington,Other,2,Other,2018,193419326.630001,5160867.97,193419326.630001,5160867.97
Montana,Fraud,2,Fraud,2021,1363092689.48017,1791622.21,1363092689.48017,1791622.21
Iowa,Fraud,3,Fraud,2018,434213799.69002,3238198.95,434213799.69002,3238198.95
Wisconsin,Other,3,Other,2021,196990073.340001,1030252.51,196990073.340001,1030252.51
Oklahoma,Other,1,Other,2021,279256627.530002,1153964.3,279256627.530002,1153964.3
Arizona,Fraud,1,Fraud,2020,731467189.080063,14654754.93,731467189.080063,14654754.93
South Carolina,Fraud,4,Fraud,2020,1003279528.43026,9126996.64000005,1003279528.43026,9126996.64000005
South Dakota,Other,4,Other,2019,295265401.890004,341520.3,295265401.890004,341520.3
Tennessee,Fraud,1,Fraud,2022,1691830157.70014,15579009.39,1691830157.70014,15579009.39
Idaho,Other,2,Other,2020,280093545.500005,1190970.76,280093545.500005,1190970.76
New Mexico,Fraud,4,Fraud,2021,1831379366.41022,5586007.39,1831379366.41022,5586007.39
Illinois,Other,1,Other,2020,273618221.910002,7997052.96000002,273618221.910002,7997052.96000002
California,Other,3,Other,2020,332376597.910007,33695783.5399998,332376597.910007,33695783.5399998
Kansas,Fraud,4,Fraud,2019,665563062.760347,4245516.13000001,665563062.760347,4245516.13000001
Maryland,Fraud,2,Fraud,2021,1363092689.48017,19233958.02,1363092689.48017,19233958.02
Wisconsin,Other,3,Other,2021,196990073.340001,1030252.51,196990073.340001,1030252.51
Virginia,Fraud,1,Fraud,2018,348224707.170025,5828734.83000003,348224707.170025,5828734.83000003
Virginia,Other,4,Other,2020,330804770.270009,8526298.25000001,330804770.270009,8526298.25000001
New Hampshire,Fraud,2,Fraud,2018,436359324.65002,967606.13,436359324.65002,967606.13
West Virginia,Fraud,1,Fraud,2018,348224707.170025,920655.53,348224707.170025,920655.53
Colorado,Other,1,Other,2021,279256627.530002,4874491.7,279256627.530002,4874491.7
Texas,Fraud,4,Fraud,2018,397093881.427538,24188799.9399997,397093881.427538,24188799.9399997
Puerto Rico,Fraud,1,Fraud,2021,1299670971.24025,637727.539999999,1299670971.24025,637727.539999999
Wisconsin,Fraud,3,Fraud,2019,665445943.337642,3621699.42000001,665445943.337642,3621699.42000001
New Jersey,Other,1,Other,2022,211915621.62,3886173.74,211915621.62,3886173.74
Tennessee,Other,1,Other,2022,211915621.62,3509023.59,211915621.62,3509023.59
West Virginia,Fraud,4,Fraud,2021,1831379366.41022,2735203.34,1831379366.41022,2735203.34
West Virginia,Other,3,Other,2019,282964798.270002,589851.44,282964798.270002,589851.44
Alabama,Fraud,4,Fraud,2021,1831379366.41022,8139590.15000002,1831379366.41022,8139590.15000002
Louisiana,Fraud,3,Fraud,2020,890919586.840231,5602150.60000002,890919586.840231,5602150.60000002
North Dakota,Other,3,Other,2020,332376597.910007,164047.84,332376597.910007,164047.84
Mississippi,Fraud,1,Fraud,2022,1691830157.70014,5266288.91,1691830157.70014,5266288.91
Ohio,Other,3,Other,2021,196990073.340001,4541982.98,196990073.340001,4541982.98
New Jersey,Fraud,4,Fraud,2018,397093881.427538,8389962.31000004,397093881.427538,8389962.31000004
Montana,Other,1,Other,2018,122608613.55,693132.21,122608613.55,693132.21
New Jersey,Fraud,4,Fraud,2021,1831379366.41022,39791671.0399999,1831379366.41022,39791671.0399999
Nebraska,Fraud,2,Fraud,2020,819552937.990118,4661126.62,819552937.990118,4661126.62
New Mexico,Fraud,1,Fraud,2020,731467189.080063,5619499.85000001,731467189.080063,5619499.85000001
Arkansas,Fraud,3,Fraud,2019,665445943.337642,3649949.94,665445943.337642,3649949.94
Missouri,Other,4,Other,2020,330804770.270009,3451245.28000001,330804770.270009,3451245.28000001
Arkansas,Fraud,1,Fraud,2019,508677995.648923,3705132.43,508677995.648923,3705132.43
Michigan,Other,1,Other,2022,211915621.62,3291519.05,211915621.62,3291519.05
Georgia,IDT,4,Identity Theft,2021,0,0,0,0
Michigan,IDT,4,Identity Theft,2018,0,0,0,0
Puerto Rico,Fraud,3,Fraud,2020,890919586.840231,2703980.31,890919586.840231,2703980.31
Oklahoma,Other,3,Other,2019,282964798.270002,1180419.42,282964798.270002,1180419.42
Alaska,Other,4,Other,2020,330804770.270009,234197.76,330804770.270009,234197.76
Illinois,Fraud,4,Fraud,2019,665563062.760347,16251342.8000001,665563062.760347,16251342.8000001
Wyoming,Fraud,2,Fraud,2019,602374374.655126,312482.34,602374374.655126,312482.34
Nevada,Fraud,4,Fraud,2020,1003279528.43026,10509947.71,1003279528.43026,10509947.71
Oregon,Fraud,2,Fraud,2020,819552937.990118,7010199.01000002,819552937.990118,7010199.01000002
Alabama,Other,1,Other,2021,279256627.530002,3277002.24,279256627.530002,3277002.24
Kentucky,Other,3,Other,2019,282964798.270002,1641045.6,282964798.270002,1641045.6
North Dakota,Fraud,1,Fraud,2019,508677995.648923,793415.34,508677995.648923,793415.34
West Virginia,Other,2,Other,2020,280093545.500005,1546860.28,280093545.500005,1546860.28
Kansas,Fraud,2,Fraud,2019,602374374.655126,4999730.31000001,602374374.655126,4999730.31000001
Arkansas,Other,3,Other,2018,229059946.16,819992.62,229059946.16,819992.62
Rhode Island,Fraud,4,Fraud,2020,1003279528.43026,1405782.14,1003279528.43026,1405782.14
Kansas,Fraud,4,Fraud,2021,1831379366.41022,5809720.44000001,1831379366.41022,5809720.44000001
South Dakota,Fraud,1,Fraud,2019,508677995.648923,537424.95,508677995.648923,537424.95
Idaho,Fraud,4,Fraud,2018,397093881.427538,1504544.62,397093881.427538,1504544.62
Kentucky,Other,1,Other,2018,122608613.55,481660.69,122608613.55,481660.69
Connecticut,Fraud,3,Fraud,2020,890919586.840231,6049686.16000002,890919586.840231,6049686.16000002
Oklahoma,Fraud,2,Fraud,2019,602374374.655126,4298248.83,602374374.655126,4298248.83
Mississippi,IDT,2,Identity Theft,2019,0,0,0,0
Virginia,Fraud,3,Fraud,2019,665445943.337642,11889498.56,665445943.337642,11889498.56
Alaska,Fraud,1,Fraud,2018,348224707.170025,428423.87,348224707.170025,428423.87
Montana,Fraud,1,Fraud,2020,731467189.080063,1688622.35,731467189.080063,1688622.35
South Carolina,Fraud,2,Fraud,2018,436359324.65002,4416928.57000001,436359324.65002,4416928.57000001
Wyoming,Fraud,2,Fraud,2019,602374374.655126,312482.34,602374374.655126,312482.34
Connecticut,Fraud,1,Fraud,2018,348224707.170025,1651209.79,348224707.170025,1651209.79
Mississippi,Fraud,2,Fraud,2019,602374374.655126,2874752.29,602374374.655126,2874752.29
Maine,Fraud,2,Fraud,2019,602374374.655126,813887.2,602374374.655126,813887.2
Missouri,Fraud,1,Fraud,2022,1691830157.70014,15349047.75,1691830157.70014,15349047.75
Wyoming,Fraud,3,Fraud,2018,434213799.69002,360992.83,434213799.69002,360992.83
Kansas,Other,4,Other,2021,198243503.149999,751536.54,198243503.149999,751536.54
Minnesota,Fraud,3,Fraud,2020,890919586.840231,8404048.27000007,890919586.840231,8404048.27000007
Nebraska,Fraud,2,Fraud,2018,436359324.65002,1226988.81,436359324.65002,1226988.81
North Carolina,Other,3,Other,2018,229059946.16,3560867.13,229059946.16,3560867.13
Pennsylvania,Fraud,2,Fraud,2021,1363092689.48017,28188219.6799999,1363092689.48017,28188219.6799999
Indiana,IDT,1,Identity Theft,2019,0,0,0,0
Puerto Rico,Fraud,3,Fraud,2020,890919586.840231,2703980.31,890919586.840231,2703980.31
Wyoming,Fraud,4,Fraud,2019,665563062.760347,1469429.93,665563062.760347,1469429.93
Colorado,Fraud,3,Fraud,2018,434213799.69002,10010789.18,434213799.69002,10010789.18
Wisconsin,Other,1,Other,2022,211915621.62,2092699.2,211915621.62,2092699.2
Connecticut,Fraud,2,Fraud,2018,436359324.65002,2134109.81,436359324.65002,2134109.81
Utah,Fraud,3,Fraud,2018,434213799.69002,4607475.76000001,434213799.69002,4607475.76000001
Oregon,Other,2,Other,2019,195488970.690001,2594794.35,195488970.690001,2594794.35
South Dakota,Other,2,Other,2020,280093545.500005,183793.23,280093545.500005,183793.23
Arizona,Other,2,Other,2019,195488970.690001,3833827.52,195488970.690001,3833827.52
Indiana,Other,4,Other,2021,198243503.149999,1231664.25,198243503.149999,1231664.25
Minnesota,Other,4,Other,2018,198059364.600001,3069898.8,198059364.600001,3069898.8
Arizona,Fraud,1,Fraud,2018,348224707.170025,6416546.74000002,348224707.170025,6416546.74000002
Kentucky,Other,4,Other,2019,295265401.890004,2146179.33,295265401.890004,2146179.33
Oregon,Other,4,Other,2018,198059364.600001,1643676.89,198059364.600001,1643676.89
Mississippi,Fraud,1,Fraud,2019,508677995.648923,2133106.3,508677995.648923,2133106.3
Louisiana,Fraud,3,Fraud,2019,665445943.337642,4656424.45000001,665445943.337642,4656424.45000001
New Mexico,Fraud,3,Fraud,2020,890919586.840231,5905354.58000001,890919586.840231,5905354.58000001
Mississippi,Other,3,Other,2020,332376597.910007,1654461.66,332376597.910007,1654461.66
California,Fraud,1,Fraud,2020,731467189.080063,87419789.23,731467189.080063,87419789.23
Maine,Other,2,Other,2021,193273318.52,259897.58,193273318.52,259897.58
Colorado,Fraud,1,Fraud,2021,1299670971.24025,22477135.09,1299670971.24025,22477135.09
Vermont,Fraud,4,Fraud,2021,1831379366.41022,1901198.41,1831379366.41022,1901198.41
Kentucky,Other,3,Other,2019,282964798.270002,1641045.6,282964798.270002,1641045.6
Missouri,Other,1,Other,2021,279256627.530002,3421120.5,279256627.530002,3421120.5
Indiana,Fraud,4,Fraud,2020,1003279528.43026,7585723.39000009,1003279528.43026,7585723.39000009
South Dakota,Fraud,1,Fraud,2019,508677995.648923,537424.95,508677995.648923,537424.95
Oklahoma,Other,1,Other,2019,196919122.739999,767897.44,196919122.739999,767897.44
Iowa,Fraud,1,Fraud,2019,508677995.648923,2054277.32,508677995.648923,2054277.32
Tennessee,Other,3,Other,2021,196990073.340001,3561626,196990073.340001,3561626
Florida,Fraud,1,Fraud,2020,731467189.080063,45507086.2999998,731467189.080063,45507086.2999998
South Dakota,Fraud,1,Fraud,2021,1299670971.24025,3007827.55,1299670971.24025,3007827.55
New Mexico,Other,4,Other,2018,198059364.600001,1815127.21,198059364.600001,1815127.21
Illinois,Fraud,4,Fraud,2021,1831379366.41022,44650198.6,1831379366.41022,44650198.6
Wisconsin,Fraud,4,Fraud,2019,665563062.760347,6951255.46000003,665563062.760347,6951255.46000003
Maryland,Other,2,Other,2019,195488970.690001,5342595.26000001,195488970.690001,5342595.26000001
Kansas,Other,2,Other,2021,193273318.52,419740.12,193273318.52,419740.12
Oregon,Other,4,Other,2019,295265401.890004,1392603.16,295265401.890004,1392603.16
Massachusetts,Fraud,2,Fraud,2020,819552937.990118,10854401.0200001,819552937.990118,10854401.0200001
Puerto Rico,Other,1,Other,2022,211915621.62,517961.85,211915621.62,517961.85
Hawaii,Other,3,Other,2018,229059946.16,585379.61,229059946.16,585379.61
Hawaii,Other,2,Other,2018,193419326.630001,1169826.3,193419326.630001,1169826.3
Georgia,Fraud,4,Fraud,2018,397093881.427538,6542998.54000005,397093881.427538,6542998.54000005
North Carolina,Other,2,Other,2019,195488970.690001,3331852.85000001,195488970.690001,3331852.85000001
Vermont,Fraud,1,Fraud,2019,508677995.648923,588988.6,508677995.648923,588988.6
Texas,IDT,4,Identity Theft,2020,0,0,0,0
Kentucky,Fraud,4,Fraud,2021,1831379366.41022,9099072.26000001,1831379366.41022,9099072.26000001
Maryland,Fraud,3,Fraud,2021,1605525076.80025,28862152.01,1605525076.80025,28862152.01
North Carolina,Fraud,3,Fraud,2020,890919586.840231,20810753.4,890919586.840231,20810753.4
Colorado,Fraud,4,Fraud,2018,397093881.427538,5714192.18000004,397093881.427538,5714192.18000004
South Dakota,Fraud,3,Fraud,2021,1605525076.80025,1087497.12,1605525076.80025,1087497.12
Arkansas,Fraud,2,Fraud,2020,819552937.990118,2327921.71,819552937.990118,2327921.71
South Carolina,Fraud,1,Fraud,2019,508677995.648923,4320793.99000001,508677995.648923,4320793.99000001
Iowa,Fraud,4,Fraud,2019,665563062.760347,3471578.70000001,665563062.760347,3471578.70000001
Louisiana,Other,4,Other,2018,198059364.600001,1769444.38,198059364.600001,1769444.38
Arizona,Fraud,1,Fraud,2020,731467189.080063,14654754.93,731467189.080063,14654754.93
Washington,IDT,2,Identity Theft,2018,0,0,0,0
New Hampshire,Other,4,Other,2020,330804770.270009,1189143.7,330804770.270009,1189143.7
Florida,Other,1,Other,2022,211915621.62,15441040.99,211915621.62,15441040.99
Michigan,Other,3,Other,2019,282964798.270002,4540173.82000001,282964798.270002,4540173.82000001
