State Name,Quarter,Year,Fixed State F&O,Reports per 100K-F&O together,State Pop,State Total Reports Quarter
Alabama,4,2020,12498,254.895542387,4903185,12498
Ohio,1,2022,21749,186.062228914,11689100,21749
Ohio,1,2019,19143,163.767954761,11689100,19143
Nevada,4,2019,6848,222.326401650,3080156,6848
Ohio,3,2021,29717,254.228298158,11689100,29717
Arkansas,2,2019,4560,151.103252564,3017804,4560
Texas,1,2021,86722,299.083859532,28995881,86722
Nebraska,4,2018,2155,111.403592210,1934408,2155
Nebraska,2,2018,2314,119.623161195,1934408,2314
New York,3,2018,31798,163.455934880,19453561,31798
Michigan,1,2022,19270,192.953598915,9986857,19270
Texas,4,2019,44301,152.783769529,28995881,44301
Oklahoma,1,2020,5010,126.611996904,3956971,5010
Washington,1,2020,12332,161.945808037,7614893,12332
Georgia,2,2018,26339,248.073379011,10617423,26339
Florida,2,2020,66679,310.456357669,21477737,66679
Washington,3,2021,19394,254.685128209,7614893,19394
District of Columbia,2,2018,2210,313.142491169,705749,2210
Arizona,1,2022,14821,203.621050248,7278717,14821
Montana,4,2021,1822,170.475065916,1068778,1822
Arizona,3,2018,14520,199.485706066,7278717,14520
Wyoming,3,2018,686,118.529474272,578759,686
Massachusetts,4,2018,8914,129.328924485,6892503,8914
Arizona,1,2020,12745,175.099540207,7278717,12745
Maryland,4,2021,17419,288.123089545,6045680,17419
New Hampshire,2,2020,2742,201.660499915,1359711,2742
Arizona,2,2019,14589,200.433675330,7278717,14589
Mississippi,1,2018,4339,145.792431763,2976149,4339
Missouri,1,2020,10751,175.171097730,6137428,10751
Rhode Island,1,2018,1538,145.181859630,1059361,1538
West Virginia,4,2020,3261,181.960519980,1792147,0
South Dakota,2,2018,841,95.064878106,884659,841
New Jersey,1,2018,14652,164.959317466,8882190,14652
Wisconsin,4,2018,7909,135.836662124,5822434,7909
Puerto Rico,3,2021,1925,60.275029480,3193694,1925
New York,3,2021,51881,266.691532722,19453561,51881
Colorado,2,2018,10673,185.335809803,5758736,10673
Illinois,3,2020,28068,221.499340939,12671821,28068
Pennsylvania,3,2018,21004,164.068255331,12801989,21004
Delaware,1,2019,1900,195.119145912,973764,1900
South Dakota,3,2018,802,90.656399811,884659,802
Colorado,2,2021,16056,278.811183565,5758736,16056
California,3,2021,103498,261.939197903,39512223,103498
Missouri,2,2018,11076,180.466475533,6137428,11076
Nevada,2,2018,6963,226.059978780,3080156,6963
Nebraska,3,2021,3243,167.648190041,1934408,3243
Georgia,1,2018,24945,234.944016076,10617423,24945
Wyoming,3,2019,832,143.755863840,578759,832
Maryland,2,2020,17240,285.162297707,6045680,17240
Minnesota,1,2020,8431,149.495569924,5639632,8431
Iowa,3,2018,3633,115.147999886,3155070,3633
Illinois,1,2022,25515,201.352276046,12671821,25515
West Virginia,3,2020,3657,204.056921670,1792147,3657
Arizona,2,2019,14589,200.433675330,7278717,14589
Louisiana,4,2019,6215,133.690587279,4648794,6215
Tennessee,3,2019,13530,198.120592622,6829174,13530
Pennsylvania,2,2020,29163,227.800539432,12801989,29163
Tennessee,3,2021,21977,321.810514712,6829174,21977
Wyoming,4,2019,730,126.131947840,578759,730
Kansas,2,2019,4682,160.710448651,2913314,4682
Rhode Island,1,2018,1538,145.181859630,1059361,1538
West Virginia,2,2019,2931,163.546851904,1792147,2931
Missouri,1,2022,11023,179.602921615,6137428,11023
Colorado,1,2022,13566,235.572528416,5758736,13566
District of Columbia,2,2020,2342,331.846024578,705749,2342
New Jersey,2,2018,15068,169.642847091,8882190,15068
Arkansas,1,2022,4738,157.001581282,3017804,4738
Michigan,1,2018,19675,197.008928835,9986857,19675
Washington,1,2019,11478,150.730942641,7614893,11478
Hawaii,4,2020,2792,197.192966596,1415872,2792
Rhode Island,2,2019,1590,150.090479072,1059361,1590
Louisiana,2,2020,9184,197.556613608,4648794,9184
Vermont,1,2022,1097,175.804381167,623989,1097
Hawaii,2,2020,2740,193.520318221,1415872,2740
New Jersey,3,2021,25613,288.363567994,8882190,25613
Montana,2,2021,2351,219.970845208,1068778,2351
Puerto Rico,2,2018,789,24.704934161,3193694,0
Alabama,3,2020,12293,250.714586539,4903185,0
North Dakota,3,2019,800,104.978335096,762062,800
South Carolina,2,2020,11468,222.735230584,5148714,11468
Florida,1,2022,62645,291.674118181,21477737,62645
Idaho,1,2022,2866,160.374692583,1787065,2866
Connecticut,3,2019,6249,175.273407162,3565287,6249
Maryland,4,2019,11778,194.816794802,6045680,11778
Alaska,2,2019,1234,168.684086420,731545,1234
Nevada,4,2021,8893,288.719142797,3080156,8893
Arkansas,1,2018,3867,128.139534575,3017804,3867
Pennsylvania,3,2020,31348,244.868199777,12801989,31348
Virginia,3,2020,23890,279.889248680,8535519,23890
Alabama,1,2018,8888,181.269929648,4903185,8888
Oklahoma,3,2019,5844,147.688724532,3956971,5844
New Mexico,1,2022,3617,172.498568076,2096829,3617
Texas,3,2018,56558,195.055290784,28995881,56558
South Dakota,2,2019,955,107.951199276,884659,955
California,3,2020,93753,237.275943700,39512223,93753
Vermont,2,2020,1189,190.548230818,623989,1189
Washington,1,2020,12332,161.945808037,7614893,12332
Idaho,2,2018,2551,142.748025394,1787065,2551
Wisconsin,2,2019,9564,164.261200728,5822434,9564
Michigan,2,2019,17336,173.588146901,9986857,17336
New Jersey,2,2020,20720,233.275802477,8882190,20720
Oregon,1,2019,6599,156.458309278,4217737,0
Arizona,1,2019,11875,163.146884265,7278717,11875
New Hampshire,3,2018,2031,149.369976414,1359711,2031
Wisconsin,4,2018,7909,135.836662124,5822434,7909
Vermont,3,2018,720,115.386649444,623989,720
Utah,1,2018,3954,123.332869613,3205958,3954
Idaho,1,2022,2866,160.374692583,1787065,2866
Massachusetts,1,2022,13697,198.723163414,6892503,13697
Kansas,2,2019,4682,160.710448651,2913314,4682
Missouri,4,2019,9904,161.370528502,6137428,9904
Arkansas,4,2018,4284,141.957529382,3017804,4284
Mississippi,2,2018,4223,141.894777446,2976149,4223
Utah,2,2020,6377,198.910902763,3205958,6377
Louisiana,2,2021,16297,350.564038759,4648794,16297
New Mexico,2,2021,4998,238.359923484,2096829,4998
Nebraska,3,2019,2825,146.039511830,1934408,2825
Kansas,4,2021,4444,152.541058053,2913314,4444
Missouri,1,2018,10664,173.753565826,6137428,10664
District of Columbia,2,2021,3035,430.039574976,705749,3035
Florida,3,2020,72298,336.618331810,21477737,72298
New York,4,2020,51445,264.450297814,19453561,51445
Tennessee,3,2020,18443,270.061943070,6829174,18443
Alabama,3,2020,12293,250.714586539,4903185,12293
Hawaii,1,2021,3448,243.524838403,1415872,3448
California,3,2018,69265,175.300184958,39512223,69265
New Hampshire,3,2019,2363,173.786929723,1359711,2363
Virginia,4,2019,14408,168.800514649,8535519,14408
Alabama,3,2021,15075,307.453216634,4903185,15075
Montana,2,2021,2351,219.970845208,1068778,2351
Puerto Rico,4,2018,821,25.706908677,3193694,821
Ohio,1,2019,19143,163.767954761,11689100,19143
Missouri,2,2018,11076,180.466475533,6137428,11076
Wyoming,2,2020,953,164.662666153,578759,953
Idaho,3,2019,2981,166.809825048,1787065,2981
Utah,2,2021,6880,214.600440804,3205958,6880
Rhode Island,4,2019,1326,125.169795754,1059361,1326
Kansas,1,2022,4348,149.245841677,2913314,4348
Alabama,2,2018,9435,192.425943545,4903185,9435
New York,3,2019,35562,182.804577527,19453561,35562
Illinois,4,2021,25971,204.950811726,12671821,25971
Montana,3,2019,1947,182.170665938,1068778,1947
New Mexico,1,2022,3617,172.498568076,2096829,3617
Montana,1,2022,1632,152.697753883,1068778,1632
Ohio,2,2020,24379,208.561822553,11689100,24379
Illinois,4,2018,18460,145.677562838,12671821,18460
Virginia,3,2020,23890,279.889248680,8535519,23890
Montana,3,2020,2111,197.515293167,1068778,0
Minnesota,4,2021,9218,163.450381160,5639632,9218
Oregon,1,2022,8292,196.598318008,4217737,8292
Michigan,1,2020,15463,154.833497666,9986857,0
Washington,3,2020,18563,243.772302513,7614893,18563
South Dakota,2,2021,1351,152.714209656,884659,1351
Hawaii,3,2021,3296,232.789404692,1415872,3296
Kansas,4,2018,4054,139.154241527,2913314,4054
New York,4,2019,31706,162.983013753,19453561,31706
Virginia,1,2021,28022,328.298724424,8535519,28022
Wisconsin,1,2022,9377,161.049485490,5822434,9377
Alaska,1,2021,2665,364.297479991,731545,2665
Michigan,4,2018,15163,151.829549577,9986857,15163
Indiana,2,2020,11868,176.286600302,6732219,11868
Virginia,4,2020,22348,261.823563394,8535519,22348
Hawaii,2,2021,3140,221.771459567,1415872,3140
Washington,1,2020,12332,161.945808037,7614893,12332
New York,3,2019,35562,182.804577527,19453561,35562
Utah,2,2019,5078,158.392592791,3205958,5078
Louisiana,2,2019,7570,162.837931730,4648794,7570
Ohio,3,2019,22016,188.346408192,11689100,22016
Texas,3,2018,56558,195.055290784,28995881,56558
Iowa,4,2020,4748,150.487944800,3155070,4748
Oklahoma,1,2022,5864,148.194161645,3956971,5864
Hawaii,3,2019,2217,156.581950911,1415872,2217
Indiana,3,2018,9636,143.132598628,6732219,9636
Arizona,2,2019,14589,200.433675330,7278717,14589
Vermont,3,2019,970,155.451458279,623989,970
New Jersey,3,2018,14719,165.713635939,8882190,14719
Tennessee,3,2019,13530,198.120592622,6829174,13530
Texas,3,2019,53177,183.395013933,28995881,53177
New Jersey,2,2018,15068,169.642847091,8882190,15068
Texas,1,2020,47106,162.457557334,28995881,47106
Oregon,4,2020,10077,238.919591241,4217737,10077
Georgia,2,2021,39779,374.657767709,10617423,39779
New Mexico,1,2019,2860,136.396434807,2096829,2860
Montana,3,2018,1746,163.364141103,1068778,1746
Rhode Island,4,2019,1326,125.169795754,1059361,1326
North Carolina,1,2020,18909,180.290318041,10488084,18909
California,4,2020,87759,222.105954403,39512223,87759
Georgia,3,2019,25035,235.791679393,10617423,25035
Virginia,3,2019,18163,212.793152941,8535519,18163
Pennsylvania,4,2021,33282,259.975227287,12801989,33282
Oklahoma,4,2021,6105,154.284678862,3956971,6105
Maryland,2,2019,13599,224.937476016,6045680,13599
South Dakota,4,2018,838,94.725764391,884659,838
South Carolina,2,2020,11468,222.735230584,5148714,11468
Utah,3,2020,6471,201.842943669,3205958,6471
New York,1,2020,33837,173.937306388,19453561,33837
Puerto Rico,4,2020,2035,63.719316879,3193694,2035
Puerto Rico,1,2018,709,22.199997871,3193694,709
Arizona,1,2018,13883,190.734163727,7278717,13883
Massachusetts,4,2021,13142,190.670936233,6892503,13142
Delaware,3,2021,3594,369.083268636,973764,3594
Kentucky,2,2021,9750,218.234414202,4467673,0
Massachusetts,2,2018,9769,141.733706899,6892503,9769
Louisiana,3,2019,7500,161.332164858,4648794,7500
Louisiana,1,2019,6248,134.400448805,4648794,6248
Missouri,2,2020,12842,209.240743843,6137428,12842
New Mexico,3,2020,4611,219.903482831,2096829,4611
South Carolina,3,2019,10348,200.982225853,5148714,10348
Washington,1,2021,22893,300.634559146,7614893,22893
Iowa,1,2019,3725,118.063941529,3155070,3725
Alabama,1,2018,8888,181.269929648,4903185,8888
South Carolina,3,2019,10348,200.982225853,5148714,10348
South Carolina,2,2021,15849,307.824439268,5148714,15849
Rhode Island,3,2021,2525,238.351232488,1059361,2525
Kentucky,4,2021,7507,168.029307427,4467673,7507
Maine,2,2021,3089,229.800061300,1344212,3089
New York,1,2020,33837,173.937306388,19453561,33837
Colorado,2,2019,12120,210.462851570,5758736,12120
Rhode Island,1,2019,1385,130.739190890,1059361,1385
Michigan,3,2018,18726,187.506439714,9986857,18726
Oregon,1,2022,8292,196.598318008,4217737,8292
New Hampshire,4,2021,2382,175.184285484,1359711,2382
Kentucky,1,2022,7485,167.536881056,4467673,7485
Illinois,1,2019,19138,151.028017204,12671821,19138
Michigan,4,2019,14388,144.069350347,9986857,14388
New Hampshire,3,2018,2031,149.369976414,1359711,2031
Georgia,1,2018,24945,234.944016076,10617423,24945
Kentucky,3,2018,6489,145.243396283,4467673,6489
Rhode Island,1,2020,1592,150.279272127,1059361,1592
Illinois,3,2020,28068,221.499340939,12671821,28068
Oklahoma,4,2021,6105,154.284678862,3956971,6105
Arkansas,3,2019,4564,151.235799277,3017804,4564
Maryland,4,2021,17419,288.123089545,6045680,17419
Tennessee,2,2018,12486,182.833238690,6829174,12486
Massachusetts,2,2019,10511,152.499026841,6892503,10511
Pennsylvania,3,2019,24140,188.564448852,12801989,24140
Indiana,3,2020,12587,186.966585609,6732219,12587
Washington,1,2018,11335,148.853043634,7614893,11335
Massachusetts,1,2022,13697,198.723163414,6892503,0
Vermont,3,2021,1262,202.247154998,623989,1262
Puerto Rico,3,2019,1124,35.194354876,3193694,1124
Indiana,2,2018,9613,142.790957929,6732219,9613
Nebraska,2,2019,2764,142.886092282,1934408,2764
Nebraska,1,2020,2449,126.602040521,1934408,2449
Arizona,1,2019,11875,163.146884265,7278717,11875
North Dakota,4,2021,882,115.738614443,762062,882
Kansas,4,2018,4054,139.154241527,2913314,4054
New Mexico,2,2019,3698,176.361544027,2096829,3698
Massachusetts,4,2019,9083,131.780863933,6892503,9083
Puerto Rico,1,2020,1002,31.374327033,3193694,1002
Louisiana,2,2019,7570,162.837931730,4648794,7570
Nevada,3,2021,11835,384.233785562,3080156,11835
Alaska,1,2018,988,135.056626728,731545,988
Idaho,2,2019,2812,157.352978207,1787065,2812
Kansas,1,2021,9027,309.853314816,2913314,9027
New York,4,2018,30103,154.742877152,19453561,0
Arkansas,2,2020,7962,263.834231779,3017804,7962
Minnesota,2,2018,7517,133.288838704,5639632,7517
Hawaii,3,2020,2990,211.177281562,1415872,2990
District of Columbia,2,2018,2210,313.142491169,705749,2210
Mississippi,2,2019,4519,151.840516049,2976149,4519
South Dakota,4,2018,838,94.725764391,884659,838
Missouri,3,2020,14546,237.004817002,6137428,14546
Utah,4,2021,5546,172.990413474,3205958,5546
California,2,2020,90270,228.460949919,39512223,90270
Michigan,2,2019,17336,173.588146901,9986857,17336
Arizona,1,2021,21974,301.893863987,7278717,21974
Georgia,3,2021,41812,393.805540196,10617423,41812
Georgia,4,2018,22315,210.173410252,10617423,22315
Pennsylvania,2,2018,20591,160.842194131,12801989,20591
Washington,4,2019,11629,152.713898935,7614893,11629
Illinois,4,2021,25971,204.950811726,12671821,25971
Colorado,4,2021,13668,237.343750434,5758736,13668
New Mexico,2,2021,4998,238.359923484,2096829,4998
Oklahoma,1,2018,5201,131.438921337,3956971,5201
Illinois,4,2018,18460,145.677562838,12671821,18460
Wyoming,3,2020,1045,180.558747251,578759,1045
Rhode Island,4,2020,2585,244.015024151,1059361,2585
Washington,4,2018,10655,139.923174232,7614893,10655
Nebraska,2,2018,2314,119.623161195,1934408,2314
Alabama,2,2019,9073,185.042987364,4903185,9073
Delaware,3,2021,3594,369.083268636,973764,3594
Washington,4,2020,18564,243.785434674,7614893,18564
Pennsylvania,3,2020,31348,244.868199777,12801989,31348
Utah,1,2018,3954,123.332869613,3205958,3954
Arkansas,4,2021,5124,169.792339065,3017804,5124
Washington,4,2019,11629,152.713898935,7614893,11629
Hawaii,1,2021,3448,243.524838403,1415872,3448
Alabama,3,2021,15075,307.453216634,4903185,15075
Wyoming,4,2018,716,123.712978977,578759,716
Louisiana,1,2021,13489,290.161276236,4648794,13489
Kentucky,2,2020,8144,182.287289155,4467673,8144
New Jersey,4,2021,20995,236.371885762,8882190,20995
Illinois,1,2022,25515,201.352276046,12671821,25515
Oklahoma,3,2020,7074,178.773107005,3956971,7074
Ohio,2,2019,22416,191.768399620,11689100,22416
Michigan,4,2019,14388,144.069350347,9986857,14388
Louisiana,1,2019,6248,134.400448805,4648794,6248
Hawaii,2,2019,2146,151.567373322,1415872,2146
New Mexico,2,2021,4998,238.359923484,2096829,4998
California,1,2018,64431,163.065996059,39512223,64431
California,2,2020,90270,228.460949919,39512223,90270
Kansas,3,2019,4855,166.648703161,2913314,4855
Arizona,1,2018,13883,190.734163727,7278717,13883
Virginia,1,2018,14760,172.924458372,8535519,14760
Wyoming,3,2020,1045,180.558747251,578759,1045
Georgia,2,2019,25092,236.328532828,10617423,25092
Wisconsin,3,2019,9499,163.144829121,5822434,9499
Hawaii,3,2021,3296,232.789404692,1415872,3296
Oregon,3,2018,6996,165.870939795,4217737,6996
New Mexico,4,2019,2985,142.357817447,2096829,2985
New Hampshire,4,2020,2849,209.529819204,1359711,2849
Connecticut,2,2019,6274,175.974612983,3565287,6274
Texas,1,2021,86722,299.083859532,28995881,86722
North Carolina,1,2021,30626,292.007577361,10488084,30626
Wisconsin,4,2018,7909,135.836662124,5822434,7909
Montana,4,2021,1822,170.475065916,1068778,1822
Rhode Island,1,2022,1977,186.621935299,1059361,1977
Washington,1,2021,22893,300.634559146,7614893,22893
Wisconsin,3,2019,9499,163.144829121,5822434,9499
Mississippi,4,2021,5522,185.541785710,2976149,5522
Virginia,4,2019,14408,168.800514649,8535519,14408
District of Columbia,4,2020,2740,388.240011676,705749,2740
North Dakota,3,2020,997,130.829250114,762062,997
Utah,1,2018,3954,123.332869613,3205958,3954
Puerto Rico,3,2020,1702,53.292519571,3193694,1702
Puerto Rico,4,2021,1483,46.435256477,3193694,1483
Wyoming,1,2021,1201,207.512971721,578759,1201
Maryland,1,2019,11833,195.726535311,6045680,11833
North Carolina,1,2021,30626,292.007577361,10488084,30626
Washington,4,2018,10655,139.923174232,7614893,10655
Iowa,2,2021,5185,164.338667605,3155070,5185
Colorado,3,2020,14134,245.435803968,5758736,14134
Hawaii,3,2019,2217,156.581950911,1415872,2217
Utah,2,2019,5078,158.392592791,3205958,5078
Kentucky,2,2019,7045,157.688353646,4467673,7045
Colorado,3,2018,10746,186.603449090,5758736,10746
New Jersey,2,2020,20720,233.275802477,8882190,0
Wyoming,4,2018,716,123.712978977,578759,716
Puerto Rico,1,2019,786,24.610999050,3193694,786
Connecticut,3,2019,6249,175.273407162,3565287,6249
Nebraska,1,2018,2150,111.145115198,1934408,2150
Maine,1,2022,2247,167.161132321,1344212,2247
West Virginia,4,2019,2526,140.948259267,1792147,2526
Minnesota,1,2022,8905,157.900373641,5639632,8905
Florida,1,2019,44731,208.266820662,21477737,44731
Puerto Rico,2,2018,789,24.704934161,3193694,789
Kentucky,3,2018,6489,145.243396283,4467673,6489
Kansas,2,2018,4481,153.811089364,2913314,4481
Missouri,1,2018,10664,173.753565826,6137428,10664
Nebraska,1,2021,4245,219.446983263,1934408,4245
Pennsylvania,3,2021,40852,319.106663816,12801989,40852
Maine,3,2020,2382,177.204191006,1344212,2382
Nevada,2,2021,11581,375.987449986,3080156,11581
Oregon,4,2019,6566,155.675899185,4217737,6566
Tennessee,4,2019,10870,159.170054827,6829174,10870
Maryland,2,2021,22454,371.405697953,6045680,22454
Maryland,4,2020,17938,296.707731802,6045680,17938
Pennsylvania,2,2019,23944,187.033436757,12801989,23944
Hawaii,4,2021,2436,172.049450798,1415872,0
Ohio,3,2018,20154,172.417038095,11689100,20154
Georgia,1,2018,24945,234.944016076,10617423,24945
