State Name,Quarter,Report Type,State Median Year,Year,Fixed Overall Median Qtr,Fixed Overall Median Yr,Fixed State Median Qtr,Fixed State Median Yr,Overall Median Losses Qtr,Overall Median Losses Yr,State Median Quarterly
Tennessee,1,Other,360,2018,500,460,464,360,500,460,464
Louisiana,4,Fraud,380,2019,335.88,394.99,311.245,380,335.88,394.99,311.245
Missouri,3,Other,390.9,2019,500,476.66,400,390.9,500,476.66,400
Louisiana,2,Fraud,300,2020,325,304.99,279.995,300,325,304.99,279.995
Tennessee,2,Fraud,400,2021,507,500,400,400,507,500,400
Vermont,1,Fraud,329,2021,402.995,500,262.5,329,402.995,500,262.5
Nevada,2,Fraud,400,2020,325,304.99,492.855,400,325,304.99,492.855
Louisiana,2,Other,450,2020,431,487.89,400,450,431,487.89,400
Alabama,1,Other,800,2022,727.875,727.875,800,800,727.875,727.875,800
Wisconsin,2,Fraud,244.79,2020,325,304.99,279.99,244.79,325,304.99,279.99
Arkansas,1,Fraud,360,2018,404.565,370,418.5,360,404.565,370,418.5
Connecticut,1,Fraud,737.5,2022,600,600,737.5,737.5,600,600,737.5
Wyoming,3,Other,410,2019,500,476.66,376.33,410,500,476.66,376.33
District of Columbia,3,Other,481.6,2020,490,487.89,447.075,481.6,490,487.89,447.075
Tennessee,3,Fraud,313.5,2019,400,394.99,300,313.5,400,394.99,300
Indiana,3,Fraud,349.99,2018,380,370,399,349.99,380,370,399
Kentucky,2,Other,321.5,2020,431,487.89,289.12,321.5,431,487.89,289.12
Washington,4,Fraud,390,2019,335.88,394.99,346.06,390,335.88,394.99,346.06
Hawaii,4,Fraud,641.75,2021,550,500,1144.5,641.75,550,500,1144.5
Iowa,4,Other,300,2019,492,476.66,353,300,492,476.66,353
Arkansas,2,Other,386.215,2020,431,487.89,374.3,386.215,431,487.89,374.3
New Jersey,3,Other,496,2019,500,476.66,500,496,500,476.66,500
Delaware,4,Fraud,299.99,2018,306.25,370,194.63,299.99,306.25,370,194.63
Wisconsin,3,Fraud,299,2018,380,370,261.25,299,380,370,261.25
Massachusetts,2,Fraud,289.52,2019,422.08,394.99,300,289.52,422.08,394.99,300
Washington,3,Fraud,395,2020,279,304.99,279.99,395,279,304.99,279.99
Georgia,3,Other,453.85,2019,500,476.66,450,453.85,500,476.66,450
Idaho,4,Fraud,282.99,2020,328,304.99,300,282.99,328,304.99,300
North Carolina,4,Fraud,449.53,2021,550,500,480,449.53,550,500,480
North Carolina,4,Fraud,311.5,2018,306.25,370,281.86,311.5,306.25,370,281.86
Kentucky,2,Fraud,207,2020,325,304.99,214.44,207,325,304.99,214.44
Mississippi,1,Other,819,2022,727.875,727.875,819,819,727.875,727.875,819
District of Columbia,1,Other,542.855,2021,535,618.38,600,542.855,535,618.38,600
Wisconsin,3,Fraud,395.28,2021,500,500,399.975,395.28,500,500,399.975
Oregon,2,Fraud,347.915,2019,422.08,394.99,400,347.915,422.08,394.99,400
South Carolina,4,Fraud,350,2019,335.88,394.99,332.36,350,335.88,394.99,332.36
Colorado,3,Fraud,486.13,2021,500,500,499,486.13,500,500,499
Indiana,4,Other,400,2019,492,476.66,382.295,400,492,476.66,382.295
Puerto Rico,3,Fraud,358,2018,380,370,408,358,380,370,408
Minnesota,3,Fraud,300,2020,279,304.99,210.695,300,279,304.99,210.695
Pennsylvania,1,Fraud,300,2019,375,394.99,318,300,375,394.99,318
Puerto Rico,1,Other,492.5,2021,535,618.38,300,492.5,535,618.38,300
California,1,Fraud,610,2021,402.995,500,500,610,402.995,500,500
Wyoming,4,Fraud,400,2019,335.88,394.99,225,400,335.88,394.99,225
Montana,2,Fraud,449.22,2021,507,500,500,449.22,507,500,500
New York,4,Other,400,2019,492,476.66,400,400,492,476.66,400
Alabama,3,Fraud,354,2019,400,394.99,326.5,354,400,394.99,326.5
New York,1,Fraud,300,2020,330.64,304.99,325,300,330.64,304.99,325
New Mexico,1,Fraud,400,2018,404.565,370,500,400,404.565,370,500
Nebraska,4,Fraud,358,2019,335.88,394.99,300,358,335.88,394.99,300
North Dakota,2,Fraud,411,2019,422.08,394.99,500,411,422.08,394.99,500
Alabama,4,Other,410,2020,500,487.89,451,410,500,487.89,451
Maryland,3,Other,500,2020,490,487.89,550,500,490,487.89,550
California,2,Fraud,400,2020,325,304.99,495.37,400,325,304.99,495.37
Maryland,1,Fraud,600,2022,600,600,600,600,600,600,600
Vermont,2,Other,394.98,2018,499,460,456,394.98,499,460,456
District of Columbia,2,Other,481.6,2020,431,487.89,500,481.6,431,487.89,500
Alabama,1,Fraud,500,2022,600,600,500,500,600,600,500
Connecticut,4,Fraud,279,2020,328,304.99,284.98,279,328,304.99,284.98
District of Columbia,3,Fraud,370.5,2019,400,394.99,358.99,370.5,400,394.99,358.99
New Jersey,1,Fraud,314,2020,330.64,304.99,350,314,330.64,304.99,350
New Jersey,1,Fraud,510,2021,402.995,500,470,510,402.995,500,470
Nevada,4,Fraud,630.94,2021,550,500,897.96,630.94,550,500,897.96
Indiana,3,Other,404.13,2018,460.27,460,491,404.13,460.27,460,491
Alabama,2,Fraud,354,2019,422.08,394.99,400,354,422.08,394.99,400
Oklahoma,1,Fraud,500,2022,600,600,500,500,600,600,500
Kentucky,1,Fraud,352.81,2021,402.995,500,298,352.81,402.995,500,298
Puerto Rico,1,Other,550,2020,495,487.89,800,550,495,487.89,800
Ohio,2,Fraud,299,2019,422.08,394.99,328,299,422.08,394.99,328
Arizona,1,Other,600,2021,535,618.38,538,600,535,618.38,538
Connecticut,1,Fraud,737.5,2022,600,600,737.5,737.5,600,600,737.5
Indiana,4,Other,500,2021,700,618.38,435,500,700,618.38,435
Georgia,1,Identity Theft,0,2020,0,0,0,0,0,0,0
Mississippi,2,Other,700,2021,700,618.38,513.99,700,700,618.38,513.99
Maine,2,Fraud,400,2021,507,500,500,400,507,500,500
Wisconsin,1,Other,344.01,2020,495,487.89,300,344.01,495,487.89,300
Nebraska,3,Other,420,2018,460.27,460,250,420,460.27,460,250
Wyoming,2,Fraud,399.635,2018,396,370,549.91,399.635,396,370,549.91
Nebraska,3,Other,500,2021,727,618.38,656,500,727,618.38,656
Maine,1,Fraud,335.505,2018,404.565,370,449,335.505,404.565,370,449
South Carolina,3,Other,600,2021,727,618.38,982.93,600,727,618.38,982.93
Georgia,2,Other,711,2021,700,618.38,950,711,700,618.38,950
Virginia,4,Other,450,2019,492,476.66,465,450,492,476.66,465
Hawaii,3,Fraud,356.02,2020,279,304.99,249.995,356.02,279,304.99,249.995
Delaware,1,Other,472.2,2019,410.21,476.66,467.02,472.2,410.21,476.66,467.02
Texas,3,Other,652.315,2021,727,618.38,708.7,652.315,727,618.38,708.7
Tennessee,2,Fraud,400,2021,507,500,400,400,507,500,400
New Mexico,4,Other,441.56,2019,492,476.66,450,441.56,492,476.66,450
Nebraska,3,Fraud,260,2020,279,304.99,199.995,260,279,304.99,199.995
Ohio,4,Other,334.18,2018,400.08,460,290.25,334.18,400.08,460,290.25
North Dakota,4,Other,322.9,2019,492,476.66,342.95,322.9,492,476.66,342.95
Connecticut,3,Fraud,299.99,2019,400,394.99,350.43,299.99,400,394.99,350.43
Wisconsin,2,Fraud,300,2019,422.08,394.99,352.135,300,422.08,394.99,352.135
Hawaii,2,Fraud,500,2019,422.08,394.99,500,500,422.08,394.99,500
Virginia,3,Other,445.9,2018,460.27,460,408.5,445.9,460.27,460,408.5
Nebraska,1,Other,596,2022,727.875,727.875,596,596,727.875,727.875,596
New Jersey,2,Fraud,354.18,2018,396,370,360,354.18,396,370,360
Pennsylvania,1,Fraud,300,2018,404.565,370,332.5,300,404.565,370,332.5
Wyoming,1,Other,410,2019,410.21,476.66,500,410,410.21,476.66,500
Oklahoma,2,Other,504.26,2021,700,618.38,1000,504.26,700,618.38,1000
Alabama,2,Identity Theft,0,2021,0,0,0,0,0,0,0
Montana,1,Other,500,2020,495,487.89,542,500,495,487.89,542
Montana,1,Fraud,449.22,2021,402.995,500,400,449.22,402.995,500,400
Washington,3,Other,400,2019,500,476.66,450,400,500,476.66,450
Rhode Island,3,Fraud,268.5,2019,400,394.99,284.99,268.5,400,394.99,284.99
Michigan,2,Fraud,299,2018,396,370,300,299,396,370,300
New Hampshire,4,Fraud,230.55,2020,328,304.99,250,230.55,328,304.99,250
Washington,3,Fraud,395,2020,279,304.99,279.99,395,279,304.99,279.99
Missouri,2,Other,500,2021,700,618.38,600,500,700,618.38,600
Louisiana,1,Fraud,500,2022,600,600,500,500,600,600,500
Virginia,4,Fraud,324.47,2020,328,304.99,339.99,324.47,328,304.99,339.99
Alabama,4,Fraud,437,2021,550,500,500,437,550,500,500
Iowa,1,Other,300,2019,410.21,476.66,205.76,300,410.21,476.66,205.76
Connecticut,1,Other,22000,2022,727.875,727.875,22000,22000,727.875,727.875,22000
New Mexico,3,Other,535.98,2018,460.27,460,574,535.98,460.27,460,574
Louisiana,4,Fraud,380,2019,335.88,394.99,311.245,380,335.88,394.99,311.245
Georgia,2,Fraud,317.5,2018,396,370,344,317.5,396,370,344
Oregon,2,Other,380,2018,499,460,399,380,499,460,399
Nebraska,3,Other,300,2020,490,487.89,300,300,490,487.89,300
Maryland,3,Fraud,316.5,2020,279,304.99,287.975,316.5,279,304.99,287.975
Delaware,3,Other,534.96,2020,490,487.89,750.99,534.96,490,487.89,750.99
New Mexico,2,Other,478.6,2020,431,487.89,490.075,478.6,431,487.89,490.075
Iowa,2,Other,307,2018,499,460,399.99,307,499,460,399.99
New York,2,Fraud,370,2019,422.08,394.99,472.74,370,422.08,394.99,472.74
Texas,2,Fraud,329.915,2020,325,304.99,350.96,329.915,325,304.99,350.96
Tennessee,2,Fraud,313.5,2019,422.08,394.99,400,313.5,422.08,394.99,400
Wisconsin,1,Fraud,299,2018,404.565,370,399.495,299,404.565,370,399.495
Montana,2,Other,561.5,2019,499,476.66,697.5,561.5,499,476.66,697.5
Washington,1,Other,400,2019,410.21,476.66,300,400,410.21,476.66,300
Georgia,4,Fraud,500,2021,550,500,500,500,550,500,500
Hawaii,4,Fraud,400,2018,306.25,370,400,400,306.25,370,400
Iowa,1,Fraud,379.16,2021,402.995,500,262.55,379.16,402.995,500,262.55
Illinois,2,Fraud,300,2018,396,370,299.99,300,396,370,299.99
Rhode Island,3,Fraud,350,2018,380,370,409.99,350,380,370,409.99
Michigan,1,Fraud,400,2021,402.995,500,300,400,402.995,500,300
Idaho,4,Other,545,2021,700,618.38,660,545,700,618.38,660
West Virginia,4,Other,294.34,2019,492,476.66,296,294.34,492,476.66,296
West Virginia,1,Fraud,202.22,2020,330.64,304.99,299.12,202.22,330.64,304.99,299.12
South Carolina,2,Other,460.655,2019,499,476.66,460,460.655,499,476.66,460
Washington,2,Other,500,2020,431,487.89,491.635,500,431,487.89,491.635
Louisiana,4,Fraud,424.375,2021,550,500,499,424.375,550,500,499
Michigan,2,Fraud,400,2021,507,500,500,400,507,500,500
Texas,1,Fraud,380,2018,404.565,370,400,380,404.565,370,400
Oklahoma,2,Other,465,2020,431,487.89,500,465,431,487.89,500
Georgia,3,Other,453.85,2019,500,476.66,450,453.85,500,476.66,450
Washington,1,Other,400,2019,410.21,476.66,300,400,410.21,476.66,300
Alabama,4,Fraud,354,2019,335.88,394.99,300,354,335.88,394.99,300
Connecticut,2,Other,436,2019,499,476.66,633.535,436,499,476.66,633.535
Hawaii,1,Other,464.5,2020,495,487.89,395,464.5,495,487.89,395
Maryland,4,Other,500,2018,400.08,460,472.725,500,400.08,460,472.725
Florida,2,Fraud,375,2020,325,304.99,415.45,375,325,304.99,415.45
New Hampshire,3,Fraud,450,2021,500,500,400,450,500,500,400
Kansas,3,Fraud,249,2020,279,304.99,199.99,249,279,304.99,199.99
Delaware,4,Fraud,369,2019,335.88,394.99,405,369,335.88,394.99,405
New Jersey,2,Other,500,2018,499,460,600,500,499,460,600
Washington,2,Fraud,395,2020,325,304.99,630,395,325,304.99,630
Pennsylvania,1,Other,897.59,2022,727.875,727.875,897.59,897.59,727.875,727.875,897.59
Alaska,4,Other,531.785,2021,700,618.38,537.5,531.785,700,618.38,537.5
Kansas,3,Other,400,2020,490,487.89,437.815,400,490,487.89,437.815
South Dakota,3,Fraud,300,2019,400,394.99,291,300,400,394.99,291
Utah,4,Other,500,2020,500,487.89,500,500,500,487.89,500
South Carolina,3,Fraud,400,2021,500,500,400,400,500,500,400
Ohio,1,Fraud,300,2018,404.565,370,330.99,300,404.565,370,330.99
Alaska,2,Fraud,611,2021,507,500,700,611,507,500,700
Kentucky,4,Other,300,2019,492,476.66,268.04,300,492,476.66,268.04
Missouri,4,Fraud,300,2018,306.25,370,246.44,300,306.25,370,246.44
Pennsylvania,2,Fraud,405,2021,507,500,500,405,507,500,500
North Carolina,2,Other,330,2018,499,460,338,330,499,460,338
Texas,2,Fraud,500,2021,507,500,543.12,500,507,500,543.12
North Dakota,2,Other,500,2020,431,487.89,300,500,431,487.89,300
Puerto Rico,1,Fraud,368,2020,330.64,304.99,368,368,330.64,304.99,368
North Dakota,3,Other,500,2020,490,487.89,575.24,500,490,487.89,575.24
Virginia,1,Fraud,500,2021,402.995,500,421.725,500,402.995,500,421.725
Puerto Rico,3,Fraud,505.5,2021,500,500,594.5,505.5,500,500,594.5
North Dakota,4,Other,505.04,2018,400.08,460,500.04,505.04,400.08,460,500.04
Oregon,1,Identity Theft,0,2020,0,0,0,0,0,0,0
Arkansas,3,Other,350,2019,500,476.66,368.94,350,500,476.66,368.94
Kansas,1,Fraud,249,2020,330.64,304.99,266.895,249,330.64,304.99,266.895
Pennsylvania,3,Other,564.55,2021,727,618.38,600,564.55,727,618.38,600
Rhode Island,2,Other,420,2018,499,460,500,420,499,460,500
Rhode Island,1,Fraud,350,2018,404.565,370,439,350,404.565,370,439
Washington,1,Fraud,349,2018,404.565,370,399,349,404.565,370,399
Oklahoma,4,Other,504.26,2021,700,618.38,460,504.26,700,618.38,460
Massachusetts,3,Fraud,271.5,2020,279,304.99,247,271.5,279,304.99,247
Maryland,3,Fraud,340,2018,380,370,353.405,340,380,370,353.405
Virginia,2,Fraud,350,2018,396,370,392.5,350,396,370,392.5
Pennsylvania,2,Identity Theft,0,2019,0,0,0,0,0,0,0
Rhode Island,4,Other,557.985,2020,500,487.89,500,557.985,500,487.89,500
Connecticut,2,Fraud,299.99,2019,422.08,394.99,297,299.99,422.08,394.99,297
Puerto Rico,3,Fraud,505.5,2021,500,500,594.5,505.5,500,500,594.5
Massachusetts,3,Fraud,289.52,2019,400,394.99,284.995,289.52,400,394.99,284.995
Missouri,2,Other,400,2020,431,487.89,399.5,400,431,487.89,399.5
Washington,1,Other,400,2019,410.21,476.66,300,400,410.21,476.66,300
Tennessee,2,Other,360,2018,499,460,349,360,499,460,349
Colorado,1,Fraud,350,2018,404.565,370,400,350,404.565,370,400
Alabama,3,Other,410,2020,490,487.89,450.235,410,490,487.89,450.235
West Virginia,4,Other,500,2021,700,618.38,630,500,700,618.38,630
Rhode Island,1,Fraud,224.5,2020,330.64,304.99,300,224.5,330.64,304.99,300
Maryland,1,Fraud,407.675,2019,375,394.99,366,407.675,375,394.99,366
Massachusetts,2,Fraud,500,2021,507,500,599,500,507,500,599
Vermont,2,Other,400,2020,431,487.89,480.08,400,431,487.89,480.08
Texas,1,Fraud,380,2018,404.565,370,400,380,404.565,370,400
Virginia,3,Other,445.9,2018,460.27,460,408.5,445.9,460.27,460,408.5
Missouri,3,Fraud,300,2018,380,370,300,300,380,370,300
Puerto Rico,1,Fraud,358,2018,404.565,370,351.5,358,404.565,370,351.5
Nebraska,2,Fraud,260,2020,325,304.99,288.39,260,325,304.99,288.39
South Carolina,4,Other,460.655,2019,492,476.66,475,460.655,492,476.66,475
Arkansas,4,Other,500,2021,700,618.38,679,500,700,618.38,679
Minnesota,2,Fraud,380,2019,422.08,394.99,500,380,422.08,394.99,500
Washington,2,Fraud,500,2021,507,500,508,500,507,500,508
Virginia,3,Fraud,350,2018,380,370,350,350,380,370,350
Wisconsin,4,Other,292,2019,492,476.66,300,292,492,476.66,300
Georgia,3,Fraud,300,2020,279,304.99,250,300,279,304.99,250
Wisconsin,4,Other,499,2021,700,618.38,492.5,499,700,618.38,492.5
Washington,2,Other,400,2019,499,476.66,450,400,499,476.66,450
Minnesota,3,Other,500,2021,727,618.38,600,500,727,618.38,600
Indiana,2,Fraud,349.99,2018,396,370,306.495,349.99,396,370,306.495
Wisconsin,4,Fraud,299,2018,306.25,370,250,299,306.25,370,250
Mississippi,3,Fraud,400,2021,500,500,399.995,400,500,500,399.995
South Carolina,1,Fraud,350,2019,375,394.99,324.65,350,375,394.99,324.65
Alaska,1,Fraud,993.61,2022,600,600,993.61,993.61,600,600,993.61
Delaware,1,Fraud,299.99,2018,404.565,370,471.625,299.99,404.565,370,471.625
Indiana,4,Fraud,235,2020,328,304.99,233.5,235,328,304.99,233.5
Nebraska,3,Other,500,2021,727,618.38,656,500,727,618.38,656
Wisconsin,3,Fraud,395.28,2021,500,500,399.975,395.28,500,500,399.975
Puerto Rico,1,Other,409.5,2019,410.21,476.66,349,409.5,410.21,476.66,349
Kansas,2,Other,400,2019,499,476.66,504.4,400,499,476.66,504.4
Kansas,1,Identity Theft,0,2022,0,0,0,0,0,0,0
Maryland,4,Fraud,407.675,2019,335.88,394.99,357.93,407.675,335.88,394.99,357.93
Hawaii,2,Fraud,400,2018,396,370,335,400,396,370,335
Hawaii,1,Other,502.32,2019,410.21,476.66,511.475,502.32,410.21,476.66,511.475
Georgia,2,Fraud,334.49,2019,422.08,394.99,400,334.49,422.08,394.99,400
Louisiana,4,Other,650,2021,700,618.38,800,650,700,618.38,800
Arizona,3,Fraud,440,2019,400,394.99,410,440,400,394.99,410
Washington,3,Other,531.29,2021,727,618.38,600,531.29,727,618.38,600
Minnesota,1,Other,400,2020,495,487.89,416,400,495,487.89,416
New Hampshire,2,Other,394.5,2018,499,460,490.98,394.5,499,460,490.98
New Hampshire,1,Fraud,262.5,2019,375,394.99,186,262.5,375,394.99,186
Pennsylvania,3,Other,386,2018,460.27,460,400,386,460.27,460,400
Wisconsin,3,Other,309,2018,460.27,460,325.745,309,460.27,460,325.745
Montana,3,Fraud,398.5,2018,380,370,400,398.5,380,370,400
Ohio,1,Fraud,299,2019,375,394.99,291.805,299,375,394.99,291.805
Massachusetts,4,Fraud,289.52,2019,335.88,394.99,257,289.52,335.88,394.99,257
Michigan,2,Fraud,300,2019,422.08,394.99,380,300,422.08,394.99,380
Indiana,3,Other,500,2021,727,618.38,500,500,727,618.38,500
Alabama,4,Fraud,354,2019,335.88,394.99,300,354,335.88,394.99,300
Oklahoma,4,Fraud,410,2021,550,500,486.93,410,550,500,486.93
Wisconsin,3,Other,309,2018,460.27,460,325.745,309,460.27,460,325.745
Virginia,2,Other,450,2019,499,476.66,518.045,450,499,476.66,518.045
Oklahoma,2,Other,450,2019,499,476.66,478,450,499,476.66,478
Idaho,4,Other,452,2018,400.08,460,417,452,400.08,460,417
Maine,4,Other,400,2018,400.08,460,454.19,400,400.08,460,454.19
Missouri,3,Fraud,369,2021,500,500,363.71,369,500,500,363.71
Montana,2,Fraud,398.5,2018,396,370,430,398.5,396,370,430
Alaska,2,Other,471.71,2020,431,487.89,518.11,471.71,431,487.89,518.11
Utah,3,Other,550,2018,460.27,460,527,550,460.27,460,527
Rhode Island,4,Fraud,224.5,2020,328,304.99,229.5,224.5,328,304.99,229.5
North Carolina,1,Other,300,2019,410.21,476.66,300,300,410.21,476.66,300
Michigan,3,Fraud,400,2021,500,500,375,400,500,500,375
New York,1,Other,530.66,2021,535,618.38,500,530.66,535,618.38,500
Indiana,1,Fraud,400,2021,402.995,500,350,400,402.995,500,350
Iowa,2,Other,359,2020,431,487.89,249.04,359,431,487.89,249.04
Maryland,2,Other,500,2020,431,487.89,402.8,500,431,487.89,402.8
Vermont,2,Other,500,2019,499,476.66,504.105,500,499,476.66,504.105
Missouri,2,Fraud,300,2018,396,370,350,300,396,370,350
Oregon,1,Other,400,2019,410.21,476.66,410,400,410.21,476.66,410
Illinois,2,Other,650.31,2021,700,618.38,705.34,650.31,700,618.38,705.34
Arizona,1,Other,500,2020,495,487.89,500,500,495,487.89,500
New Jersey,2,Other,500,2018,499,460,600,500,499,460,600
Oregon,2,Other,380,2018,499,460,399,380,499,460,399
Michigan,4,Fraud,299,2018,306.25,370,220.985,299,306.25,370,220.985
Puerto Rico,2,Other,492.5,2021,700,618.38,605.62,492.5,700,618.38,605.62
New Hampshire,2,Fraud,262.5,2019,422.08,394.99,385,262.5,422.08,394.99,385
South Dakota,3,Other,399.99,2019,500,476.66,345,399.99,500,476.66,345
South Dakota,4,Fraud,411.5,2018,306.25,370,293.995,411.5,306.25,370,293.995
New Hampshire,4,Other,602.5,2021,700,618.38,474.5,602.5,700,618.38,474.5
Wisconsin,4,Fraud,300,2019,335.88,394.99,247.26,300,335.88,394.99,247.26
New York,2,Other,530.66,2021,700,618.38,600,530.66,700,618.38,600
Oregon,1,Other,500,2022,727.875,727.875,500,500,727.875,727.875,500
Nebraska,3,Fraud,358,2019,400,394.99,375.64,358,400,394.99,375.64
Hawaii,3,Fraud,500,2019,400,394.99,500,500,400,394.99,500
Maryland,1,Fraud,525,2021,402.995,500,500,525,402.995,500,500
Iowa,1,Other,480,2021,535,618.38,416.5,480,535,618.38,416.5
Mississippi,2,Other,472.9,2019,499,476.66,380,472.9,499,476.66,380
District of Columbia,4,Fraud,378.5,2018,306.25,370,355.09,378.5,306.25,370,355.09
Utah,1,Fraud,585,2022,600,600,585,585,600,600,585
Pennsylvania,3,Other,475,2020,490,487.89,499.995,475,490,487.89,499.995
Maine,2,Fraud,251,2019,422.08,394.99,349.58,251,422.08,394.99,349.58
Tennessee,4,Other,360,2018,400.08,460,300,360,400.08,460,300
Tennessee,4,Other,700.79,2021,700,618.38,680.1,700.79,700,618.38,680.1
District of Columbia,3,Fraud,370.5,2019,400,394.99,358.99,370.5,400,394.99,358.99
Alabama,1,Other,350,2019,410.21,476.66,302,350,410.21,476.66,302
North Carolina,2,Other,300,2019,499,476.66,350,300,499,476.66,350
New York,3,Fraud,500,2021,500,500,507,500,500,500,507
West Virginia,3,Fraud,347.78,2019,400,394.99,254.4,347.78,400,394.99,254.4
California,1,Fraud,400,2018,404.565,370,480,400,404.565,370,480
Puerto Rico,3,Other,525,2018,460.27,460,553,525,460.27,460,553
Illinois,3,Fraud,450,2021,500,500,500,450,500,500,500
District of Columbia,1,Fraud,699.99,2022,600,600,699.99,699.99,600,600,699.99
Massachusetts,3,Fraud,271.5,2020,279,304.99,247,271.5,279,304.99,247
Kentucky,2,Fraud,352.81,2021,507,500,400,352.81,507,500,400
West Virginia,1,Fraud,300,2018,404.565,370,490,300,404.565,370,490
New York,4,Fraud,320.51,2018,306.25,370,293.95,320.51,306.25,370,293.95
Arkansas,3,Fraud,286,2020,279,304.99,275,286,279,304.99,275
Hawaii,4,Fraud,400,2018,306.25,370,400,400,306.25,370,400
District of Columbia,3,Other,542.855,2021,727,618.38,557,542.855,727,618.38,557
Rhode Island,1,Fraud,385,2022,600,600,385,385,600,600,385
New Mexico,1,Identity Theft,0,2022,0,0,0,0,0,0,0
Ohio,3,Fraud,299,2019,400,394.99,300,299,400,394.99,300
